CustomerID,Gender,Age,City,Signup Date,Purchase Date,Product,Quantity,Sales,Payment Mode,Frequency,Recency,Monetary,Customer Lifetime Value,Churn
CUST_04443,Male,19.0,San Diego,2021-06-22,2023-06-14,Smartwatch,2,500,UPI,5,201,3700,5927.66,1
CUST_02529,Male,30.0,New York,2021-01-17,2023-08-05,Monitor,1,300,UPI,2,149,1300,1685.81,0
CUST_00847,Male,66.0,Chicago,2020-01-06,2022-03-28,Keyboard,4,400,Debit Card,2,644,800,1019.62,1
CUST_02484,Male,54.0,San Antonio,2021-12-14,2022-03-20,Tablet,4,1600,PayPal,4,273,3250,5136.41,1
CUST_00643,Male,26.0,San Antonio,2022-12-23,2023-10-26,Smartwatch,1,250,Credit Card,2,67,1000,2228.68,0
CUST_00562,Male,34.0,Chicago,2021-06-08,2021-11-26,Keyboard,1,100,Credit Card,5,222,3550,8646.63,1
CUST_03496,Male,62.0,San Diego,2021-02-14,2023-02-21,Tablet,3,1200,UPI,4,165,6100,8160.78,0
CUST_02229,Male,46.0,Dallas,2022-04-24,2023-11-12,Smartphone,4,3200,PayPal,4,50,11300,27998.63,0
CUST_03297,Female,30.0,Philadelphia,2022-07-27,2022-09-17,Keyboard,2,200,Debit Card,1,471,200,239.17,1
CUST_01913,Other,23.0,Chicago,2020-04-17,2020-08-01,Smartphone,3,2400,PayPal,2,509,2650,5232.5,1
CUST_00882,Female,62.0,San Diego,2022-04-19,2023-08-10,Smartphone,1,800,Debit Card,4,144,7200,12099.41,0
CUST_03459,Female,69.0,San Diego,2022-11-04,2023-07-18,Smartwatch,3,750,Credit Card,3,13,1100,1312.51,0
CUST_00970,Male,55.0,San Jose,2020-03-09,2023-06-23,Laptop,3,3600,Credit Card,5,192,8500,14410.04,1
CUST_03519,Male,36.0,Chicago,2022-05-29,2022-12-29,Headphones,1,150,Bank Transfer,3,272,3400,4106.39,1
CUST_00335,Male,53.0,Phoenix,2021-12-25,2022-09-01,Mouse,2,100,Bank Transfer,3,207,1350,2835.59,1
CUST_04886,Female,38.0,Philadelphia,2021-05-26,2023-03-20,Tablet,4,1600,Credit Card,3,287,2600,5904.65,1
CUST_00893,Female,55.0,Chicago,2021-10-10,2023-03-26,Smartwatch,3,750,UPI,3,3,7150,8230.86,0
CUST_02563,Male,50.0,San Diego,2021-01-15,2023-10-05,Laptop,4,4800,PayPal,6,88,9500,20583.29,0
CUST_04241,Female,20.0,San Jose,2021-08-03,2023-08-30,Headphones,4,600,UPI,3,124,1000,1967.15,0
CUST_00705,Male,32.0,Chicago,2022-12-06,2022-12-09,Laptop,1,1200,Debit Card,5,83,2850,6588.37,0
CUST_00059,Male,59.0,Dallas,2021-03-05,2022-01-01,Monitor,3,900,UPI,6,184,6500,7561.57,1
CUST_00473,Male,47.0,San Diego,2022-12-03,2023-10-08,Mouse,4,200,Credit Card,4,85,5200,6529.52,0
CUST_04282,Female,50.0,San Antonio,2022-11-07,2023-03-06,Laptop,2,2400,Debit Card,4,83,4700,6658.87,0
CUST_02486,Other,38.0,Los Angeles,2021-12-03,2021-12-15,Keyboard,4,400,PayPal,5,325,7200,14495.1,1
CUST_04150,Female,50.0,Dallas,2022-11-19,2023-05-23,Headphones,2,300,PayPal,2,111,600,693.09,0
CUST_02079,Other,46.0,Chicago,2022-08-06,2023-09-03,Keyboard,1,100,Bank Transfer,8,75,11900,27116.61,0
CUST_03622,Male,23.0,Philadelphia,2020-08-14,2022-03-10,Monitor,2,600,Debit Card,5,154,4850,6471.35,0
CUST_00302,Female,65.0,Los Angeles,2021-06-24,2021-12-29,Tablet,3,1200,Credit Card,2,733,1600,1843.66,1
CUST_03987,Male,67.0,San Antonio,2021-07-30,2023-07-25,Smartphone,4,3200,Debit Card,4,160,5700,14118.87,0
CUST_04335,Male,48.0,Phoenix,2021-12-13,2023-11-19,Headphones,3,450,PayPal,4,43,5850,6444.11,0
CUST_00793,Female,29.0,Dallas,2021-05-31,2022-06-13,Monitor,1,300,PayPal,3,198,2000,2895.77,1
CUST_01383,Other,25.0,New York,2021-01-28,2021-02-27,Tablet,2,800,Credit Card,6,308,2100,4712.86,1
CUST_04447,Male,67.0,Philadelphia,2021-12-03,2022-03-09,Mouse,4,200,Credit Card,6,121,8700,10262.82,0
CUST_03361,Female,67.0,Dallas,2020-02-29,2022-05-27,Smartphone,1,800,UPI,2,164,1200,2762.81,0
CUST_04175,Female,54.0,Chicago,2020-03-21,2023-04-16,Mouse,4,200,PayPal,10,1,5700,12912.26,0
CUST_00438,Female,35.0,Philadelphia,2022-08-31,2023-12-28,Smartwatch,3,750,Bank Transfer,4,1,3000,6616.4,0
CUST_04955,Male,59.0,New York,2022-05-30,2023-09-30,Smartphone,2,1600,Debit Card,6,6,3800,5266.57,0
CUST_00324,Male,29.0,San Antonio,2020-10-30,2021-12-18,Laptop,1,1200,Bank Transfer,2,719,1800,2177.71,1
CUST_04810,Female,66.0,San Diego,2020-05-04,2021-06-30,Smartwatch,4,1000,Bank Transfer,2,601,1050,2304.38,1
CUST_02935,Female,60.0,San Jose,2022-04-25,2023-03-17,Smartphone,3,2400,UPI,3,89,5600,10813.52,0
CUST_04755,Female,55.0,New York,2021-07-17,2022-04-01,Monitor,4,1200,Bank Transfer,2,640,2400,3543.16,1
CUST_04058,Male,36.0,Chicago,2021-11-10,2022-07-01,Smartphone,4,3200,Debit Card,3,398,4000,5417.96,1
CUST_00798,Female,33.0,San Diego,2020-01-03,2023-01-03,Mouse,1,50,PayPal,9,4,13700,31886.36,0
CUST_03406,Female,49.0,San Jose,2020-12-20,2021-12-22,Laptop,3,3600,PayPal,4,591,6100,8176.27,1
CUST_02492,Male,,Dallas,2022-09-02,2023-01-17,Keyboard,1,100,UPI,4,61,1450,2154.02,0
CUST_02163,Male,30.0,Phoenix,2020-05-29,2023-12-09,Monitor,2,600,UPI,3,23,2200,2611.8,0
CUST_03890,Male,36.0,Dallas,2020-04-14,2020-10-04,Monitor,3,900,PayPal,1,1184,900,1002.96,1
CUST_04384,Female,47.0,San Antonio,2022-09-02,2022-09-10,Smartwatch,4,1000,Debit Card,1,478,1000,1915.8,1
CUST_03810,Male,48.0,Chicago,2021-10-04,2022-09-21,Mouse,4,200,PayPal,5,236,4200,6685.17,1
CUST_01136,Male,40.0,San Diego,2021-10-02,2023-03-23,Headphones,3,450,Bank Transfer,7,13,2000,4103.01,0
CUST_01085,Female,18.0,San Antonio,2022-12-13,2023-05-14,Mouse,2,100,Bank Transfer,3,1,1750,2220.39,0
CUST_01598,Male,48.0,San Diego,2022-01-11,2023-05-28,Tablet,4,1600,Debit Card,3,22,7200,9893.44,0
CUST_04558,Female,30.0,Los Angeles,2022-03-09,2022-03-18,Keyboard,2,200,Bank Transfer,4,232,6300,14218.33,1
CUST_02427,Male,27.0,New York,2021-01-03,2022-02-21,Mouse,1,50,Bank Transfer,2,679,800,1991.95,1
CUST_01253,Male,23.0,Chicago,2022-04-08,2022-12-24,Headphones,3,450,Credit Card,2,373,4050,6416.16,1
CUST_02749,Female,52.0,Philadelphia,2020-06-26,2021-01-15,Laptop,2,2400,UPI,2,760,3600,5539.27,1
CUST_01137,Female,,Houston,2021-06-06,2021-12-14,Mouse,2,100,PayPal,2,472,850,1194.72,1
CUST_02951,Female,25.0,San Antonio,2022-03-15,2023-04-05,Headphones,3,450,Bank Transfer,2,271,1050,2096.7,1
CUST_00952,Female,27.0,Phoenix,2021-08-27,2022-09-03,Mouse,1,50,Credit Card,2,341,1250,1973.18,1
CUST_02317,Male,42.0,San Diego,2022-06-14,2023-04-28,Monitor,2,600,UPI,5,167,3750,8631.29,0
CUST_04853,Female,43.0,New York,2021-10-24,2022-12-08,Tablet,1,400,Credit Card,7,126,6250,12847.23,0
CUST_01544,Male,57.0,Chicago,2021-08-08,2022-06-13,Monitor,3,900,PayPal,5,226,6800,13742.69,1
CUST_04878,Female,46.0,San Antonio,2020-07-12,2021-04-09,Laptop,3,3600,Bank Transfer,1,997,3600,4811.05,1
CUST_03534,Male,37.0,Los Angeles,2020-01-09,2021-06-09,Smartwatch,4,1000,Debit Card,5,128,3900,5484.19,0
CUST_03349,Male,18.0,Houston,2022-09-19,2023-06-11,Monitor,4,1200,PayPal,9,22,5150,12253.41,0
CUST_02608,Male,61.0,Dallas,2020-07-28,2023-10-24,Mouse,4,200,PayPal,5,69,4400,10159.45,0
CUST_02457,Male,59.0,San Jose,2020-03-31,2021-01-27,Monitor,3,900,UPI,3,147,5700,6909.84,0
CUST_00816,Female,62.0,Los Angeles,2021-05-05,2021-10-13,Headphones,2,300,Debit Card,6,377,2600,4118.33,1
CUST_04452,Female,39.0,Philadelphia,2021-03-07,2021-09-18,Mouse,2,100,Debit Card,6,97,3850,7876.82,0
CUST_01400,Female,36.0,New York,2022-06-15,2023-10-21,Monitor,1,300,Debit Card,3,44,5250,9856.92,0
CUST_01515,Male,62.0,San Diego,2021-12-07,2022-02-14,Monitor,3,900,UPI,3,294,2400,2740.71,1
CUST_00532,Other,62.0,Phoenix,2021-06-16,2022-07-07,Monitor,2,600,Debit Card,7,84,2400,4045.3,0
CUST_02405,Female,29.0,Houston,2022-06-20,2023-10-24,Monitor,2,600,Debit Card,2,69,5400,7504.86,0
CUST_00488,Male,30.0,New York,2022-02-23,2023-09-02,Mouse,2,100,PayPal,3,88,1050,2570.94,0
CUST_00744,Female,21.0,San Antonio,2020-05-02,2021-01-08,Smartphone,2,1600,PayPal,4,153,6500,14708.64,0
CUST_03536,Male,55.0,San Antonio,2021-04-08,2022-04-22,Laptop,3,3600,Credit Card,3,212,7500,11028.67,1
CUST_01089,Other,62.0,Los Angeles,2022-07-07,2022-07-21,Monitor,3,900,Credit Card,1,529,900,1903.21,1
CUST_03752,Female,18.0,San Jose,2021-03-30,2023-03-12,Keyboard,3,300,Credit Card,3,4,5400,9663.82,0
CUST_01055,Other,53.0,San Antonio,2020-04-13,2022-10-25,Keyboard,4,400,Credit Card,4,433,4500,10031.34,1
CUST_00920,Male,48.0,Dallas,2020-12-14,2023-06-21,Keyboard,3,300,Credit Card,2,194,1500,2135.26,1
CUST_03577,Male,42.0,San Antonio,2020-08-09,2021-08-10,Monitor,3,900,PayPal,5,197,1950,2206.22,1
CUST_00966,Male,43.0,San Jose,2020-07-17,2021-02-27,Headphones,4,600,Bank Transfer,5,236,1600,2851.85,1
CUST_03399,Male,49.0,New York,2021-07-05,2022-11-01,Smartwatch,2,500,PayPal,2,269,1300,2551.67,1
CUST_00322,Female,68.0,Chicago,2020-03-14,2023-07-22,Laptop,1,1200,UPI,5,163,3950,5842.7,0
CUST_01439,Male,19.0,San Diego,2022-06-14,2022-10-08,Keyboard,3,300,UPI,4,367,1700,4033.5,1
CUST_03133,Female,64.0,Los Angeles,2020-12-25,2023-09-19,Headphones,2,300,PayPal,3,104,2050,3823.26,0
CUST_00712,Female,20.0,Dallas,2020-05-03,2022-01-19,Laptop,2,2400,Debit Card,6,440,16850,31669.04,1
CUST_03812,Male,49.0,Phoenix,2021-02-15,2021-08-12,Laptop,4,4800,UPI,7,245,12400,22079.23,1
CUST_03624,Female,58.0,New York,2020-11-01,2023-03-11,Smartwatch,4,1000,UPI,4,42,2050,4237.84,0
CUST_02831,Female,41.0,San Diego,2020-01-24,2022-05-13,Smartphone,1,800,Bank Transfer,1,598,800,1229.29,1
CUST_04162,Male,55.0,San Jose,2022-09-13,2023-01-03,Monitor,3,900,Debit Card,4,57,3400,5632.98,0
CUST_02173,Male,20.0,Phoenix,2020-08-28,2022-04-01,Monitor,1,300,Debit Card,4,640,900,1406.07,1
CUST_04863,Male,26.0,Phoenix,2020-03-11,2021-04-10,Smartwatch,4,1000,Bank Transfer,6,20,10450,25428.42,0
CUST_04458,Male,65.0,San Antonio,2022-07-12,2023-07-31,Laptop,3,3600,Debit Card,2,154,4800,6965.91,0
CUST_04350,Female,19.0,Los Angeles,2021-08-25,2023-08-23,Monitor,2,600,Bank Transfer,6,42,10150,24215.43,0
CUST_02611,Female,34.0,Phoenix,2020-03-07,2021-10-27,Headphones,1,150,Debit Card,5,502,7050,10575.68,1
CUST_02043,Female,69.0,San Jose,2020-02-14,2020-05-08,Keyboard,4,400,Credit Card,9,242,5450,12012.13,1
CUST_04543,Male,27.0,Dallas,2020-12-07,2022-07-10,Headphones,2,300,UPI,7,87,5000,6102.92,0
CUST_03830,Male,34.0,San Jose,2020-02-21,2020-02-25,Monitor,3,900,UPI,3,260,3450,7792.08,1
CUST_02877,Female,58.0,San Jose,2021-04-04,2021-04-14,Keyboard,1,100,Bank Transfer,3,454,2000,2411.69,1
CUST_04449,Male,18.0,New York,2021-01-11,2023-02-01,Smartwatch,1,250,Debit Card,1,334,250,520.74,1
CUST_02674,Male,55.0,Los Angeles,2021-07-03,2021-10-05,Mouse,2,100,Bank Transfer,4,428,2200,3675.23,1
CUST_04372,Male,18.0,San Antonio,2022-04-24,2022-07-09,Monitor,2,600,Credit Card,3,465,5400,8878.77,1
CUST_02092,Other,50.0,San Antonio,2022-05-08,2023-04-24,Tablet,3,1200,Debit Card,4,176,4300,8403.56,0
CUST_03820,Male,24.0,Los Angeles,2020-08-24,2022-02-27,Monitor,4,1200,UPI,6,238,7150,12532.66,1
CUST_02028,Other,40.0,Philadelphia,2020-08-26,2021-02-13,Tablet,2,800,Debit Card,7,272,9500,18163.78,1
CUST_01191,Male,56.0,Philadelphia,2022-05-09,2022-11-23,Tablet,2,800,PayPal,3,152,2800,3397.7,0
CUST_01346,Male,41.0,Philadelphia,2021-08-02,2023-12-29,Keyboard,3,300,Debit Card,7,3,8750,21711.62,0
CUST_04115,Female,43.0,Chicago,2021-02-27,2021-05-25,Keyboard,3,300,Bank Transfer,5,267,3700,7196.28,1
CUST_00969,Female,43.0,Phoenix,2022-06-21,2023-02-20,Tablet,2,800,Debit Card,5,193,1700,3773.66,1
CUST_00484,Female,36.0,Dallas,2020-06-14,2022-08-30,Smartwatch,4,1000,Debit Card,6,190,8200,13323.51,1
CUST_03060,Female,30.0,Philadelphia,2022-03-06,2022-11-06,Smartphone,1,800,UPI,4,48,1350,1908.91,0
CUST_01047,Male,45.0,Dallas,2022-03-26,2022-11-04,Tablet,4,1600,PayPal,3,106,7600,9815.75,0
CUST_04676,Female,61.0,Houston,2021-01-06,2022-01-01,Laptop,1,1200,Debit Card,7,163,4800,5680.63,0
CUST_03758,Male,36.0,Dallas,2022-02-04,2022-11-30,Keyboard,2,200,PayPal,3,60,3500,5458.34,0
CUST_01887,Male,38.0,Los Angeles,2021-08-12,2021-09-27,Smartwatch,3,750,Debit Card,5,9,3200,6567.42,0
CUST_01137,Female,24.0,Houston,2021-06-06,2022-09-16,Smartwatch,3,750,UPI,2,472,850,1194.72,1
CUST_01318,Female,40.0,San Jose,2020-06-06,2021-05-05,Tablet,2,800,UPI,4,652,4950,6312.54,1
CUST_00561,Female,36.0,Phoenix,2022-08-10,2023-05-13,Monitor,2,600,Credit Card,5,176,8150,10438.71,0
CUST_04361,Male,25.0,Houston,2022-07-28,2023-05-19,Smartphone,2,1600,Debit Card,4,208,5000,7281.37,1
CUST_00972,Female,43.0,New York,2020-09-26,2020-11-13,Keyboard,3,300,Credit Card,2,361,1500,2214.22,1
CUST_01245,Female,53.0,Los Angeles,2022-03-24,2023-12-24,Smartphone,2,1600,Credit Card,5,8,3800,4725.35,0
CUST_00022,Male,32.0,San Jose,2020-01-14,2023-06-26,Laptop,3,3600,Bank Transfer,2,189,4200,5440.22,1
CUST_03664,Male,41.0,Chicago,2022-05-13,2023-01-08,Headphones,2,300,Bank Transfer,6,78,3600,5024.61,0
CUST_02923,Female,18.0,Houston,2021-02-24,2022-02-21,Tablet,1,400,Debit Card,5,403,6600,14588.64,1
CUST_01856,Male,28.0,Phoenix,2022-10-24,2023-03-07,Tablet,4,1600,Bank Transfer,6,287,5800,7598.4,1
CUST_02803,Female,56.0,New York,2022-04-03,2022-09-17,Mouse,3,150,Bank Transfer,5,53,4250,8511.75,0
CUST_01904,Male,35.0,San Jose,2021-07-10,2021-12-22,Tablet,3,1200,Debit Card,7,121,4050,5012.9,0
CUST_04086,Male,22.0,Houston,2021-08-18,2023-01-05,Laptop,2,2400,Bank Transfer,4,209,5550,10303.1,1
CUST_02781,Male,69.0,Los Angeles,2022-01-09,2022-09-08,Smartphone,1,800,Bank Transfer,3,480,1350,2350.05,1
CUST_02328,Male,55.0,Chicago,2021-12-29,2023-10-31,Tablet,4,1600,UPI,6,40,4700,10912.72,0
CUST_02073,Male,19.0,Phoenix,2022-12-19,2023-04-24,Mouse,4,200,Credit Card,4,154,3800,6936.18,0
CUST_03575,Female,64.0,Houston,2020-04-09,2021-10-27,Smartphone,1,800,Credit Card,5,112,6600,11059.41,0
CUST_02058,Male,38.0,Chicago,2022-04-17,2023-12-11,Mouse,2,100,Bank Transfer,4,21,4650,10229.59,0
CUST_02634,Male,67.0,Phoenix,2021-07-01,2021-10-19,Headphones,4,600,PayPal,3,450,4650,10866.36,1
CUST_01330,Female,63.0,Los Angeles,2020-05-06,2022-03-06,Headphones,2,300,Debit Card,3,462,1250,2171.64,1
CUST_00718,Other,20.0,San Antonio,2020-11-17,2022-09-07,Keyboard,2,200,UPI,4,78,950,1610.83,0
CUST_03925,Other,29.0,San Diego,2020-08-20,2020-09-30,Mouse,3,150,PayPal,3,546,700,1511.91,1
CUST_03183,Male,32.0,,2021-08-26,2022-03-19,Smartphone,2,1600,Credit Card,6,97,5900,12692.76,0
CUST_01813,Male,26.0,Chicago,2020-11-01,2022-03-17,Monitor,2,600,PayPal,2,27,2200,3354.09,0
CUST_02834,Male,21.0,Los Angeles,2021-12-11,2023-03-31,Monitor,3,900,Debit Card,2,70,2500,4574.54,0
CUST_02001,Male,45.0,San Jose,2022-01-22,2023-07-12,Tablet,4,1600,Bank Transfer,1,173,1600,1839.1,0
CUST_02062,Female,65.0,Dallas,2022-02-05,2023-02-19,Laptop,1,1200,PayPal,2,316,2000,3274.73,1
CUST_01629,Male,22.0,Philadelphia,2020-10-04,2023-09-06,Keyboard,2,200,Debit Card,6,117,10850,19280.06,0
CUST_01688,Female,35.0,Dallas,2020-06-10,2021-09-27,Smartwatch,1,250,PayPal,2,330,2650,3755.9,1
CUST_02673,Female,19.0,New York,2022-10-10,2022-10-30,Smartphone,1,800,PayPal,4,32,3750,4532.66,0
CUST_00562,Male,34.0,Chicago,2021-06-08,2022-05-04,Monitor,3,900,Bank Transfer,5,222,3550,8646.63,1
CUST_04192,Female,29.0,New York,2022-04-21,2022-08-06,Smartphone,3,2400,PayPal,4,112,5550,9170.83,0
CUST_00530,Female,62.0,Houston,2021-01-07,2021-07-02,Laptop,2,2400,Bank Transfer,5,328,7600,16081.66,1
CUST_01836,Female,60.0,Houston,2021-06-27,2022-09-11,Laptop,4,4800,Debit Card,4,477,7000,11778.31,1
CUST_03893,Female,39.0,Houston,2022-01-03,2022-10-09,Tablet,1,400,Credit Card,3,449,1400,2924.24,1
CUST_01231,Female,22.0,Dallas,2021-08-15,2023-08-26,Headphones,4,600,PayPal,2,128,1500,2945.55,0
CUST_04114,Male,68.0,New York,2020-03-28,2022-05-11,Tablet,4,1600,Credit Card,5,405,3750,4260.29,1
CUST_04774,Female,24.0,San Antonio,2022-03-04,2022-03-15,Keyboard,1,100,PayPal,6,84,3600,7331.14,0
CUST_02155,Male,46.0,Houston,2022-01-29,2022-05-04,Laptop,1,1200,Debit Card,7,126,6000,7992.51,0
CUST_02847,Female,56.0,San Diego,2022-12-08,2023-06-12,Headphones,2,300,Credit Card,8,125,3100,4920.73,0
CUST_01611,Female,69.0,San Jose,2021-10-05,2022-03-14,Laptop,1,1200,Debit Card,4,77,4000,6120.82,0
CUST_01050,Male,46.0,New York,2020-09-07,2023-06-14,Monitor,2,600,UPI,3,159,1100,1896.85,0
CUST_04084,Female,21.0,San Jose,2022-03-14,2023-10-12,Mouse,1,50,Credit Card,1,81,50,65.25,0
CUST_04715,Female,60.0,Houston,2022-03-21,2023-06-29,Laptop,2,2400,UPI,4,186,6300,13059.49,1
CUST_02360,Male,28.0,Houston,2020-07-30,2022-02-09,Monitor,2,600,PayPal,3,97,3500,4413.17,0
CUST_02590,Female,30.0,Dallas,2021-03-27,2022-11-28,Smartphone,1,800,UPI,6,11,3750,6975.88,0
CUST_01078,Female,54.0,Phoenix,2021-10-25,2022-04-16,Laptop,1,1200,UPI,3,470,2900,6689.89,1
CUST_02613,Male,66.0,San Antonio,2021-06-22,2023-04-29,Keyboard,1,100,Bank Transfer,4,152,2600,5632.95,0
CUST_00460,Male,27.0,Phoenix,2022-08-09,2022-12-07,Smartwatch,1,250,Debit Card,5,42,2050,5086.66,0
CUST_01839,Female,32.0,Los Angeles,2022-09-10,2023-02-10,Keyboard,3,300,Bank Transfer,5,46,4500,6586.82,0
CUST_01798,Male,31.0,Dallas,2021-11-25,2023-04-17,Tablet,4,1600,Bank Transfer,7,128,7400,10378.16,0
CUST_00122,Female,38.0,Chicago,2020-08-05,2022-09-06,Headphones,3,450,Debit Card,4,482,1550,3641.85,1
CUST_01248,Male,46.0,San Jose,2020-02-08,2022-12-09,Keyboard,1,100,Credit Card,3,174,1500,1792.46,0
CUST_04736,Male,52.0,New York,2021-10-10,2022-08-21,Smartwatch,1,250,Credit Card,4,265,3800,4666.36,1
CUST_04573,Male,61.0,Chicago,2022-08-14,2023-09-10,Smartwatch,2,500,Debit Card,3,90,3300,6270.83,0
CUST_01736,Female,42.0,San Jose,2021-05-10,2023-09-15,Mouse,4,200,Bank Transfer,1,108,200,438.97,0
CUST_00569,Female,53.0,San Jose,2020-02-22,2022-08-13,Keyboard,4,400,PayPal,6,47,5300,6672.6,0
CUST_01762,Female,34.0,Philadelphia,2022-03-16,2023-01-28,Tablet,2,800,Debit Card,2,338,4400,9804.5,1
CUST_04070,Female,39.0,Los Angeles,2021-02-06,2021-04-12,Mouse,4,200,Debit Card,5,391,5900,8310.88,1
CUST_00720,Female,46.0,San Jose,2020-12-21,2023-12-26,Mouse,2,100,Credit Card,4,6,3050,4390.09,0
CUST_02511,Male,23.0,Houston,2022-08-04,2023-09-02,Keyboard,3,300,Credit Card,2,121,1500,3519.2,0
CUST_04177,Female,50.0,San Jose,2020-04-24,2021-07-26,Tablet,2,800,Credit Card,3,16,2550,3605.82,0
CUST_03080,Female,27.0,Los Angeles,2021-03-25,2022-06-17,Monitor,3,900,PayPal,4,136,2700,3266.56,0
CUST_04603,Female,19.0,Philadelphia,2022-10-04,2023-06-21,Keyboard,1,100,Debit Card,5,194,3900,4555.87,1
CUST_01017,Male,46.0,Dallas,2020-10-13,2021-02-14,Tablet,1,400,Bank Transfer,3,697,3200,5652.71,1
CUST_02281,Male,34.0,San Diego,2020-01-20,2021-02-18,Monitor,1,300,UPI,6,154,11050,25393.26,0
CUST_00509,Female,55.0,Phoenix,2021-03-27,2021-08-21,Keyboard,1,100,Bank Transfer,5,143,7300,17128.5,0
CUST_03218,Male,50.0,San Jose,2022-01-08,2022-09-23,Tablet,2,800,PayPal,4,78,4500,5045.2,0
CUST_03658,Female,45.0,San Antonio,2022-03-31,2023-09-08,Keyboard,2,200,Debit Card,3,115,650,791.95,0
CUST_01394,Female,46.0,New York,2020-09-25,2023-04-22,Keyboard,3,300,PayPal,4,254,5000,12331.06,1
CUST_00247,Male,45.0,New York,2022-11-06,2023-12-01,Monitor,4,1200,PayPal,3,31,3050,3458.83,0
CUST_03132,Female,52.0,Dallas,2021-04-02,2023-11-02,Keyboard,3,300,Debit Card,3,60,2850,6395.34,0
CUST_01043,Male,68.0,New York,2020-07-22,2023-05-07,Laptop,2,2400,PayPal,8,130,6600,8106.22,0
CUST_03750,Female,18.0,Chicago,2020-08-21,2020-11-23,Tablet,4,1600,Credit Card,5,131,3300,5890.99,0
CUST_04556,Female,63.0,San Jose,2020-11-14,2023-02-15,Tablet,2,800,Bank Transfer,2,4,1300,1518.02,0
CUST_01730,Female,44.0,New York,2022-03-27,2022-04-28,Keyboard,2,200,UPI,5,53,8200,15000.6,0
CUST_00065,Male,36.0,Los Angeles,2020-11-30,2021-04-09,Monitor,2,600,Credit Card,2,997,1400,2090.63,1
CUST_04288,Female,35.0,Chicago,2020-01-11,2020-06-20,Monitor,4,1200,Credit Card,3,444,5100,7171.62,1
CUST_03035,Male,28.0,Philadelphia,2022-07-02,2023-07-10,Headphones,3,450,Bank Transfer,6,3,9350,19364.46,0
CUST_04129,Male,30.0,Houston,2022-02-10,2022-04-20,Smartwatch,4,1000,PayPal,5,142,2700,4550.59,0
CUST_00965,Male,63.0,Chicago,2020-10-07,2021-10-15,Mouse,2,100,Credit Card,5,2,2450,5673.85,0
CUST_00885,Female,44.0,Houston,2022-08-19,2023-09-20,Tablet,2,8000,PayPal,2,103,2000,3606.15,0
CUST_04498,Male,29.0,Dallas,2020-02-10,2022-09-10,Smartwatch,1,250,PayPal,2,265,400,773.33,1
CUST_02423,Female,66.0,Dallas,2022-03-15,2022-10-21,Laptop,3,3600,PayPal,11,131,13700,24802.16,0
CUST_01269,Female,67.0,Los Angeles,2022-12-09,2023-06-09,Keyboard,1,1000,Debit Card,5,28,3700,5487.39,0
CUST_00287,Male,45.0,San Jose,2021-09-11,2023-10-23,Keyboard,4,400,Bank Transfer,3,70,1450,3215.54,0
CUST_03366,Female,63.0,New York,2021-05-25,2023-09-08,Smartwatch,3,750,Debit Card,5,115,4050,6945.32,0
CUST_03022,Male,23.0,Houston,2020-12-10,2021-02-21,Smartphone,3,2400,Debit Card,3,217,5100,6939.01,1
CUST_00026,Female,34.0,Dallas,2021-07-23,2023-08-09,Laptop,2,2400,Debit Card,5,145,6100,13415.4,0
CUST_04780,Male,34.0,San Antonio,2021-10-22,2022-11-08,Smartwatch,4,1000,Bank Transfer,2,419,1600,3745.02,1
CUST_02391,Male,40.0,San Diego,2022-01-09,2023-08-16,Monitor,2,600,Bank Transfer,4,138,3700,4437.43,0
CUST_02295,Male,33.0,San Diego,2020-06-01,2021-03-26,Headphones,3,450,Credit Card,4,84,5400,11731.45,0
CUST_02940,Male,31.0,San Antonio,2022-11-01,2023-10-21,Keyboard,2,200,UPI,4,72,1000,2209.63,0
CUST_01536,Male,68.0,Philadelphia,2021-10-08,2023-07-26,Keyboard,4,400,UPI,5,159,2900,5989.48,0
CUST_03732,Other,43.0,San Diego,2022-04-06,2022-07-24,Smartwatch,4,1000,Credit Card,4,202,8200,12538.2,1
CUST_00774,Male,19.0,New York,2022-06-11,2023-02-15,Smartwatch,3,750,UPI,5,57,3500,6313.33,0
CUST_04879,Male,52.0,Houston,2020-03-18,2022-09-17,Smartphone,1,800,Credit Card,4,8,7000,8225.62,0
CUST_03721,Male,67.0,New York,2022-07-29,2023-11-29,Tablet,2,800,PayPal,1,33,800,1511.02,0
CUST_02373,Female,20.0,San Antonio,2022-12-03,2022-12-18,Headphones,3,450,UPI,4,104,4150,9750.56,0
CUST_04688,Male,57.0,San Jose,2022-08-01,2023-03-03,Smartphone,1,800,Credit Card,4,108,2650,3408.47,0
CUST_02244,Other,25.0,San Jose,2022-12-25,2023-08-08,Mouse,4,200,PayPal,2,6,1100,2336.5,0
CUST_03332,Female,61.0,Phoenix,2021-09-12,2023-03-01,Smartwatch,1,250,Debit Card,6,102,5550,6652.72,0
CUST_04853,Female,43.0,New York,2021-10-24,2022-09-04,Smartphone,4,3200,PayPal,7,126,6250,12847.23,0
CUST_00886,Male,47.0,San Jose,2021-06-26,2022-09-21,Monitor,2,600,Debit Card,5,29,4900,9474.34,0
CUST_04809,Male,58.0,New York,2022-08-16,2023-06-15,Mouse,4,200,Credit Card,4,200,4300,6556.38,1
CUST_01750,Male,33.0,Philadelphia,2021-11-01,2023-07-05,Headphones,4,600,Bank Transfer,4,7,5800,10567.32,0
